I_D	TSEVENT_ID	YEAR	MONTH	DAY	HOUR	MINUTE	SECOND	DOUBTFUL	COUNTRY	STATE	LOCATION_NAME	LATITUDE	LONGITUDE	REGION_CODE	DISTANCE_FROM_SOURCE	ARR_DAY	ARR_HOUR	ARR_MIN	TRAVEL_TIME_HOURS	TRAVEL_TIME_MINUTES	WATER_HT	HORIZONTAL_INUNDATION	TYPE_MEASUREMENT_ID	PERIOD	FIRST_MOTION	DEATHS	DEATHS_DESCRIPTION	INJURIES	INJURIES_DESCRIPTION	DAMAGE_MILLIONS_DOLLARS	DAMAGE_DESCRIPTION	HOUSES_DAMAGED	HOUSES_DAMAGED_DESCRIPTION	HOUSES_DESTROYED	HOUSES_DESTROYED_DESCRIPTION
1934	1517	1923	4	13	15	31	2		JAPAN	MIYAGI	AYUKAWA	38.3	141.5	85	2547	13	19	42	4	12	.17		2												 
1938	1521	1923	6	1	17	24	0		JAPAN	MIYAGI	AYUKAWA	38.3	141.5	85	324	1	18	30	1	6	.15		2												 
25376	1522	1923	7	18	2	24	19		PHILIPPINES		MAMBAJAO	9.2503	124.7161	84	32								1												 
6986	2456	1923	8	6					USA	NY	ROCKAWAY BEACH, NY	40.6	-73.5	75	0								1			2	1								 
1939	1524	1923	8	12					CHILE	ARICA	ARICA	-18.467	-70.333	89	5								1												 
1946	1526	1923	9	1	2	58	37		JAPAN	SHIZUOKA	ATAMI	35.089	139.069	85	39						12		1			60	2				2		2	155	3 
1948	1526	1923	9	1	2	58	37		JAPAN	MIYAGI	AYUKAWA	38.3	141.5	85	398	1	5	6	2	8	.2		2	26											 
1949	1526	1923	9	1	2	58	37		JAPAN	CHIBA	CHIBA PREFECTURE	35.71	140.16	85	90	1	3	26	0	27			1								1			48	1 
1950	1526	1923	9	1	2	58	37		JAPAN	CHIBA	CHIKURA	34.95	139.56	85	18						2		1												 
1953	1526	1923	9	1	2	58	37		JAPAN	SHIZUOKA	FUJIWARA	35.06	139.03	85	43						7.2		1												 
1954	1526	1923	9	1	2	58	37		JAPAN	CHIBA	FUNABASHI	35.693	139.983	85	79						.5		1												 
1956	1526	1923	9	1	2	58	37		JAPAN	TOKYO	GOFUKUBASHI	35.683	139.767	85	69	1	3	41	0	42	.52		2												 
1958	1526	1923	9	1	2	58	37		JAPAN		HASAMA			85							1.5		1												 
1960	1526	1923	9	1	2	58	37		JAPAN	KANAGAWA	HAYAMA	35.267	139.567	85	20						5		1								1				 
1961	1526	1923	9	1	2	58	37		JAPAN	AKITA	HONJO	39.42	140.06	85	483	1	3	1	0	2	.27		2												 
1962	1526	1923	9	1	2	58	37		JAPAN	MIYAZAKI	HOSOSHIMA	32.433	131.667	85	782	1	4	50	1	52	.32		2	58	R										 
1963	1526	1923	9	1	2	58	37		JAPAN	CHIBA	HOTA	35.133	139.85	85	32						3		1												 
1964	1526	1923	9	1	2	58	37		JAPAN	SHIZUOKA	IMAM'URA	35.11	139.1	85	36						6		1												 
1965	1526	1923	9	1	2	58	37		JAPAN	MIYAGI	ISHINOMAKI	38.417	141.267	85	401	1	4	28	1	30															 
1967	1526	1923	9	1	2	58	37		JAPAN	SHIZUOKA	ITO	34.97	139.07	85	42						9		1								2			300	3 
1968	1526	1923	9	1	2	58	37		JAPAN	IBARAKI	IWAI	36.333	140.583	85	168						3		1												 
1969	1526	1923	9	1	2	58	37		JAPAN		IZUMISAN REGION			85							2		1												 
1972	1526	1923	9	1	2	58	37		JAPAN		KANETA			85							3		1												 
1974	1526	1923	9	1	2	58	37		JAPAN	CHIBA	KAMOGAWA	35.1	140.1	85	55						1.5		1												 
1975	1526	1923	9	1	2	58	37		JAPAN	SHIZUOKA	KANAYA	34.82	138.14	85	128						1		1												 
1976	1526	1923	9	1	2	58	37		JAPAN	KANAGAWA	KATASE	35.309	139.483	85	23						1.5		1			50	1								 
1977	1526	1923	9	1	2	58	37		JAPAN	CHIBA	KATSUURA	35.133	140.25	85	68						1.2		1												 
1978	1526	1923	9	1	2	58	37		JAPAN	FUKUI	KATSUYAMA	36.08	136.49	85	293						2.2		1												 
1979	1526	1923	9	1	2	58	37		JAPAN	SHIZUOKA	KAWANA	34.88	139.08	85	45						6		1												 
1980	1526	1923	9	1	2	58	37		JAPAN		KAWATSU			85							3		1												 
1981	1526	1923	9	1	2	58	37		JAPAN	CHIBA	KISARAZU	35.39	139.94	85	51						1.8		1												 
1982	1526	1923	9	1	2	58	37		JAPAN	SHIZUOKA	KOURA	34.667	134.667	85	444						2.1		1												 
1983	1526	1923	9	1	2	58	37		JAPAN		KOKE			85		1	6	46	3	48															 
28384	1526	1923	9	1	2	58	37		JAPAN	KANAGAWA	HORIUCHI	35.276	139.572	85	21						3		1												 
28393	1526	1923	9	1	2	58	37		JAPAN	KANAGAWA	NISHIURA			85							1.8		1												 
28399	1526	1923	9	1	2	58	37		JAPAN	KANAGAWA	URAGA	35.23	139.72	85	25						.8		1												 
28401	1526	1923	9	1	2	58	37		JAPAN	KANAGAWA	DJOGASHIMA ISLAND	35.132	139.619	85	11								1												 
28402	1526	1923	9	1	2	58	37		JAPAN	SHIZUOKA	FUKUURA	35.3497	139.6487	85	31								1												 
28404	1526	1923	9	1	2	58	37		JAPAN	BONIN IS, TOKYO	HAHAJIMA ISLAND	26.7	142.13	85	967								1												 
28405	1526	1923	9	1	2	58	37		JAPAN	CHIBA	HEISAURA GULF	34.938	139.82	85	34								1												 
28396	1526	1923	9	1	2	58	37		JAPAN		NORTH COAST SAGAMI BAY	35.32	139.35	85	28						9		1												 
28398	1526	1923	9	1	2	58	37		JAPAN	CHIBA	SHIRAHAMA	34.906	139.9	85	42						1.5		1												 
2017	1526	1923	9	1	2	58	37		JAPAN	SHIZUOKA	SUZAKI	34.65	138.967	85	70						8.1		1												 
2009	1526	1923	9	1	2	58	37		JAPAN	SHIZUOKA	SHIMODA	34.667	138.95	85	70						2.5		1								3				3 
1951	1526	1923	9	1	2	58	37		JAPAN	CHIBA	CHOSHI	35.75	140.867	85	143	1	3	40	0	41	.3		2	45	R										 
2006	1526	1923	9	1	2	58	37		JAPAN	CHIBA	SAKATARU			85							3		1												 
28382	1526	1923	9	1	2	58	37		JAPAN	SHIZUOKA	FUTO	34.908	139.13	85	40						.6		1												 
28385	1526	1923	9	1	2	58	37		JAPAN	KANAGAWA	IJIRI			85							1.5		1												 
28386	1526	1923	9	1	2	58	37		JAPAN	SHIZUOKA	INATORI	34.77	139.0414	85	56						6		1												 
28387	1526	1923	9	1	2	58	37		JAPAN	TOKUSHIMA	KAWAUCHI	34.096	134.58	85	464						.5		1												 
28388	1526	1923	9	1	2	58	37		JAPAN	KANAGAWA	KOAJIRO	35.156	139.633	85	14						1.8		1												 
28389	1526	1923	9	1	2	58	37		JAPAN	CHIBA	MATSUBE	35.146	140.291	85	72						1.5		1												 
28390	1526	1923	9	1	2	58	37		JAPAN	OITA	MIURA			85							.2		1												 
28391	1526	1923	9	1	2	58	37		JAPAN	TOKUSHIMA	MUYA (NARUTO)	34.183	134.617	85	458						.6		1												 
28394	1526	1923	9	1	2	58	37		JAPAN	OITA	OITA	33.267	131.683	85	747						.6		1												 
28395	1526	1923	9	1	2	58	37		JAPAN	KANAGAWA	OTSU	35.26	139.694	85	25						1.2		1												 
1998	1526	1923	9	1	2	58	37		JAPAN	TOKYO	OKADA	34.783	139.383	85	37						12		1			14	1				1			4	1 
1999	1526	1923	9	1	2	58	37		JAPAN	MIYAGI	OKAWA	34.833	139.067	85	49						4.1		1												 
1984	1526	1923	9	1	2	58	37		JAPAN	CHIBA	KOMINATO	35.15	140.18	85	62						1.8		1												 
1985	1526	1923	9	1	2	58	37		JAPAN	KANAGAWA	KUGENUMA	35.2	139.28	85	23						6		1												 
1986	1526	1923	9	1	2	58	37		JAPAN	WAKAYAMA	KUSHIMOTO	33.467	135.783	85	387	1	4	0	1	2	.48		2	22	R										 
1987	1526	1923	9	1	2	58	37		JAPAN	SHIZUOKA	KUSUMI	34.97	139.12	85	38						9		1								2	300	3	300	2 
1988	1526	1923	9	1	2	58	37		JAPAN	TSHIBA	MAKUCHI	35.39	140.03	85	58						4.5		1												 
1990	1526	1923	9	1	2	58	37		JAPAN		MATSUVA			85							1.5		1												 
2927	1526	1923	9	1	2	58	37		JAPAN	TSHIBA	NOJIMA	34.8	139.88	85	48						1.5		2												 
2000	1526	1923	9	1	2	58	37		JAPAN	FUKUSHIMA	ONAHAMA	36.933	140.9	85	240						.18		2												 
2001	1526	1923	9	1	2	58	37		JAPAN	OSAKA	OSAKA	34.667	135.5	85	368	1	5	1	2	2	.33		2	75	R										 
2002	1526	1923	9	1	2	58	37		JAPAN	IZU-OSHIMA, TOKYO	OSHIMA ISLAND	34.75	139.416	85	40						13		1												 
2004	1526	1923	9	1	2	58	37		JAPAN	MIE	OWASE	34.083	136.2	85	323	1	3	44	0	45	.54		2	24	R										 
2007	1526	1923	9	1	2	58	37		JAPAN	AOMORI	SAME (AOMORI PREFECTURE)	36.9	140.82	85	233	1	5	15	2	17	.4		2	48											 
2008	1526	1923	9	1	2	58	37		JAPAN	WAKAYAMA	SHIMIZU	35.02	138.48	85	93	1	3	17	0	18															 
2010	1526	1923	9	1	2	58	37		JAPAN	SHIZUOKA	SHIMOTAGA NIIKAMA	35.046089	139.073589	85	39						7.2		1								1				 
2011	1526	1923	9	1	2	58	37		JAPAN	SHIZUOKA	SHIRAHAMA	34.697	138.974	85	66						3		1												 
2012	1526	1923	9	1	2	58	37		JAPAN	SHIZUOKA	SHIROTA			85							3.6		1												 
2013	1526	1923	9	1	2	58	37		JAPAN	TOKYO	SIBAURA	35.633	139.75	85	63	1	3	31	0	32	.79		2												 
2014	1526	1923	9	1	2	58	37		JAPAN	FUKUSHIMA	SIMODA	36.9	140.82	85	233						3		1												 
2016	1526	1923	9	1	2	58	37		JAPAN	SHIZUOKA	SUNOSAKI	34.57	139.76	85	64						7		1												 
2018	1526	1923	9	1	2	58	37		JAPAN		TAKAGAMI			85							1.5		1												 
2019	1526	1923	9	1	2	58	37		JAPAN	GUMMA	TAKASAKI	36.33	139	85	144						3		1												 
16394	1526	1923	9	1	2	58	37		JAPAN	MIYAGI	URATO	38.317	141.05	85	384						.21		2												 
16395	1526	1923	9	1	2	58	37		JAPAN	CHIBA	HARAOKA	35.05	139.833	85	31						1.3		1												 
16182	1526	1923	9	1	2	58	37		JAPAN	CHIBA	AINOHAMA	34.917	139.817	85	35						10.3		1								2				2 
11330	1526	1923	9	1	2	58	37		CANADA	BC	TOFINO (CLAYOQUOT),BRITISH COLUMBIA	49.153	-125.913	88	7442	1	16	16	13	17	.04		2	15	R										 
1955	1526	1923	9	1	2	58	37		JAPAN	CHIBA	FUTSU	35.305	139.819	85	37						.6		1												 
2036	1526	1923	9	1	2	58	37		JAPAN	KANAGAWA	YUIGAHAMA	35.283	139.567	85	21						6		1			100	2				3				3 
28419	1526	1923	9	1	2	58	37		JAPAN	SHIZUOKA	YOSHIHAMA			85									1												 
2038	1526	1923	9	1	2	58	37		NEW ZEALAND	WELLINGTON	WELLINGTON: LAMBTON HARBOUR	-41.29	174.78	81	9228	4					.1		1												 
1941	1526	1923	9	1	2	58	37		USA	HI	HONOLULU, OAHU, HI	21.3067	-157.867	80	6228						.03		2	21											 
28392	1526	1923	9	1	2	58	37		JAPAN	KANAGAWA	NAGAI	35.209	139.614	85	16						1.2		1												 
28380	1526	1923	9	1	2	58	37		JAPAN	KANAGAWA	AKIYA	35.237	139.602	85	18						3		1												 
1942	1526	1923	9	1	2	58	37		JAPAN	SHIZUOKA	AJIRO	35.04	139.07	85	40						7.2		1								1				1 
1943	1526	1923	9	1	2	58	37		JAPAN	SHIZUOKA	AKAZAWA			85							3		1												 
1944	1526	1923	9	1	2	58	37		JAPAN	SHIZUOKA	ARAI	34.68	137.56	85	183						3		1												 
2024	1526	1923	9	1	2	58	37		JAPAN	TSHIBA	TOMIURA	35.05	139.83	85	31						2.8		1												 
2027	1526	1923	9	1	2	58	37		JAPAN	NIIGATA	TOYOOKA	35.53	134.78	85	431						1.7		1												 
2028	1526	1923	9	1	2	58	37		JAPAN		TSUKUI			85							1.8		1												 
2030	1526	1923	9	1	2	58	37		JAPAN	KOCHI	URADO	33.49	133.567	85	574	1	4	18	1	20	.25		2	60	R										 
2031	1526	1923	9	1	2	58	37		JAPAN	TOKYO	URAYASU	35.671	139.889	85	73						.3		1												 
2032	1526	1923	9	1	2	58	37		JAPAN	SHIZUOKA	USAMI	35.02	139.05	85	42						7.5		1												 
2033	1526	1923	9	1	2	58	37		JAPAN	CHIBA	WADA	35.54	140.02	85	68						2		1												 
2034	1526	1923	9	1	2	58	37		JAPAN	SHIZUOKA	WADAKI	35.04	139.09	85	38						4.5		1												 
2037	1526	1923	9	1	2	58	37		JAPAN	KANAGAWA	ZUSHI	35.23	139.65	85	20						5		1												 
2020	1526	1923	9	1	2	58	37		JAPAN	CHIBA	TATEYAMA	34.983	139.85	85	34						1.8		1												 
2021	1526	1923	9	1	2	58	37		JAPAN	MIE	TOBA	34.483	136.817	85	254	1	4		1	0	.6		2												 
2022	1526	1923	9	1	2	58	37		JAPAN	CHIBA	TOGAWA	35.7	140.85	85	139						1.5		1												 
2023	1526	1923	9	1	2	58	37		JAPAN	TOKYO	TOKYO BAY	35.65	139.8	85	67						1.5		1												 
1957	1526	1923	9	1	2	58	37		JAPAN		HAMADA			85							3.9		1												 
2035	1526	1923	9	1	2	58	37		JAPAN	KANAGAWA	YOKOSUKA	35.3	139.65	85	26	1	3	1	0	2	1.7		2	24											 
1952	1526	1923	9	1	2	58	37		JAPAN	KANAGAWA	ENOSHIMA ISLAND	35.3	139.48	85	22						5		1												 
28407	1526	1923	9	1	2	58	37		JAPAN	KANAGAWA	HINODE	35.531	139.742	85	53								1												 
28408	1526	1923	9	1	2	58	37		JAPAN	KOCHI	KOCHI	33.55	133.55	85	573								1												 
28409	1526	1923	9	1	2	58	37		JAPAN	KANAGAWA	KOTSUBO	35.296	139.558	85	22								1												 
28410	1526	1923	9	1	2	58	37		JAPAN	KANAGAWA	ODAWARA	35.25	139.16	85	35								1												 
28411	1526	1923	9	1	2	58	37		JAPAN	TOKUSHIMA	OKAZAKI	34.183	134.621	85	458								1												 
28412	1526	1923	9	1	2	58	37		JAPAN	OITA	TAKATA	33.55	131.45	85	759								1												 
28413	1526	1923	9	1	2	58	37		JAPAN	RYUKYU ISLANDS	TANEGASHIMA ISLAND	30.8	131.07	85	920								1												 
28414	1526	1923	9	1	2	58	37		JAPAN	CHIBA	TOMISAKI	34.9213	139.8265	85	36								1												 
28415	1526	1923	9	1	2	58	37		JAPAN	CHIBA	TOYOOKO			85									1												 
28418	1526	1923	9	1	2	58	37		JAPAN	KANAGAWA	ABURATSUBO	35.158	139.62	85	13						1.8		1												 
28417	1526	1923	9	1	2	58	37		JAPAN	KANAGAWA	SHICHIRIHAMA	35.305	139.51	85	23								1												 
1973	1526	1923	9	1	2	58	37		JAPAN		KAMITAGA			85							4.5		1												 
1959	1526	1923	9	1	2	58	37		JAPAN	SHIZUOKA	HATSUSHIMA ISLAND	35.04	139.17	85	31						1.8		1												 
1970	1526	1923	9	1	2	58	37		JAPAN		KAKISAKI			85							4.6		1												 
2015	1526	1923	9	1	2	58	37		JAPAN	SHIZUOKA	SOTOURA	34.67	138.98	85	67						6		1				2				2				 
28397	1526	1923	9	1	2	58	37		JAPAN	TOKUSHIMA	COAST OF SHIGA			85							.9		1												 
2029	1526	1923	9	1	2	58	37		JAPAN	MIYAZAKI	TSURUSHIMA	31.917	131.417	85	829	1	4	40	1	42	.15		2	60											 
28383	1526	1923	9	1	2	58	37		JAPAN	OITA	HIJI	33.368	131.53	85	758						.6		1												 
28406	1526	1923	9	1	2	58	37		JAPAN	OITA	HIMA ISLAND			85									1												 
28381	1526	1923	9	1	2	58	37		JAPAN	BONIN IS, TOKYO	FUTAMI BAY, CHICHIJIMA ISLAND	27.0939	142.195	85	927						.9		1												 
28403	1526	1923	9	1	2	58	37		JAPAN	BONIN IS, TOKYO	FUTAMI PORT	27.1	142.183	85	926								1												 
1989	1526	1923	9	1	2	58	37		JAPAN	KANAGAWA	MANAZURU	35.15	139.15	85	32						6		1												 
18960	1526	1923	9	1	2	58	37		JAPAN		NEBUKAWA	35.2	139.1333	85	35								1			200	3				2				 
1971	1526	1923	9	1	2	58	37		JAPAN	KANAGAWA	KAMAKURA	35.309	139.55	85	24						6		1			150	3								 
16396	1526	1923	9	1	2	58	37		JAPAN		MINATOMACHI			85		1	3	51	0	52	.3		2	80											 
16397	1526	1923	9	1	2	58	37		JAPAN		YOSOHAMA			85					0	52	.3		2	80											 
16398	1526	1923	9	1	2	58	37		JAPAN	CHIBA	CHIBA	35.567	140.05	85	72				0	27	.75		2	80											 
16399	1526	1923	9	1	2	58	37		JAPAN	YAMAGUCHI	FUKUGAWA	34.067	131.733	85	720				0	42	.6		2	42											 
16400	1526	1923	9	1	2	58	37		JAPAN		MIKITA			85		1	4	28	1	30	.4		2	45	R										 
1991	1526	1923	9	1	2	58	37		JAPAN	CHIBA	MERA	34.917	139.817	85	35						6		1								1				 
1992	1526	1923	9	1	2	58	37		JAPAN	KANAGAWA	MIURA	35.14	139.619	85	12						3		1												 
1993	1526	1923	9	1	2	58	37		JAPAN	IWATE	MINATO	34.63	138.91	85	75						2		1												 
1994	1526	1923	9	1	2	58	37		JAPAN	WAKAYAMA	MISAKI	35.66	139.55	85	62						3		1								1				 
1995	1526	1923	9	1	2	58	37		JAPAN	TOKYO	MITAKA	35.66	139.55	85	62	1	4	28	1	30	4.5		1												 
1996	1526	1923	9	1	2	58	37		JAPAN	CHIBA	NIEMONIJIMA	35.0775	140.10419	85	55						2		1												 
1997	1526	1923	9	1	2	58	37		JAPAN	KANAGAWA	OISO	35.31	139.41	85	25						1.8		1								2				 
2042	1527	1923	9	2	2	46	40		JAPAN	CHIBA	KATSUURA	35.133	140.25	85	26								1												 
2039	1527	1923	9	2	2	46	40		JAPAN	SHIZUOKA	ATAMI	35.089	139.069	85	105								1												 
2041	1527	1923	9	2	2	46	40		JAPAN	KANAGAWA	KAMAKURA	35.309	139.55	85	75								1												 
2043	1527	1923	9	2	2	46	40		JAPAN	SHIZUOKA	SUNOSAKI	34.57	139.76	85	54						.3		1												 
11331	1527	1923	9	2	2	46	40		CANADA	BC	TOFINO (CLAYOQUOT),BRITISH COLUMBIA	49.153	-125.913	88	7413	2	15	47	13	0	.05		2	18	R										 
2040	1527	1923	9	2	2	46	40		JAPAN	SHIZUOKA	ITO	34.97	139.07	85	103								1												 
1940	1525	1923	9					M	USA	CA	JOSE DE CADO			88							6.1		1												 
2046	1528	1923	11	2	21	8	6		PAPUA NEW GUINEA	EAST NEW BRITAIN	SIMPSON HARBOUR, NEW BRITAIN	-4.21	152.17	82	81								1												 
2045	1528	1923	11	2	21	8	6		PAPUA NEW GUINEA	EAST NEW BRITAIN	RABAUL (BLANCHE BAY), NEW BRITAIN	-4.22	152.18	82	82								1												 
16213	1529	1923	11	4	0	4	30		PAPUA NEW GUINEA	EAST NEW BRITAIN	RABAUL, NEW BRITAIN	-4.22	152.18	82	89								1												 
16147	1531	1924	3	15	10	31	24.1		RUSSIA		UGLEGORSK RIVER	49.1	142.05	86	29								1												 
25378	1536	1924	4	14	16	20	23		PHILIPPINES		CARAGA BAY	7.327	126.564	84	92								1												 
25377	1536	1924	4	14	16	20	23		PHILIPPINES		BINUANGAN	7.36677	125.85	84	120								1												 
2047	1536	1924	4	14	16	20	23		PHILIPPINES		MATI MINDANAO	6.953	126.216	84	59								1												 
2051	1538	1924	5	6	16	9	20		PHILIPPINES		AGNO, LUZON ISLAND	16.1194	119.7992	84	193								1								1				 
2048	1540	1924	5	30				M	USA	HI	KAUMALAPAU, LANAI, HI	20.787	-156.991	80							5		1												 
2049	1540	1924	5	30				M	USA	HI	NAWILIWILI, KAUAI, HI	21.927	-159.36	80							5		1												 
2050	1540	1924	5	30				M	USA	HI	OAHU ISLAND, HI			80									1												 
17461	1543	1924	6	26	1	37	34		AUSTRALIA		SYDNEY	-33.85	151.233	81	2510								2												 
2052	1544	1924	7	21					NEW ZEALAND		CHATHAM ISLAND	-43.95	-176.567	81	0								1								1				 
6987	2457	1924	8	8					USA	NY	CONEY ISLAND, NY	40.567	-73.982	75	0						4.6		1					4	1						 
25380	1546	1924	8	30	3	4	7		PHILIPPINES		HINATUAN	8.37	126.3342	84	23								1												 
25379	1546	1924	8	30	3	4	7		PHILIPPINES		BISLIG	8.2153	126.3164	84	38								1												 
19027	1549	1925	1	8					INDONESIA	SOUTH EAST SULAWESI	BAUBAU, BUTUNG IS.	-5.4633	122.6024	83	886						1		1												 
2054	1550	1925	2	23	23	53	36		USA	AK	VALDEZ, AK	61.13	-146.33	87	127								1								1				 
28191	5497	1925	5	4	17	25			MEXICO			14.58333	-106.1	88	0	4	17	25			6		1												 
11108	1554	1925	5	5	10	6	6		PHILIPPINES		SOUTH COAST OF NEGROS ISLAND	9.04	123.01	84	45								1												 
30271	1556	1925	5	25	3	43	6		PHILIPPINES		ROMBLON ISLAND	12.5	122.25	84	37								1												 
11109	1556	1925	5	25	3	43	6		PHILIPPINES		TUGDAN,  TABLAS ISLAND	12.305	122.081	84	12								1												 
2055	1558	1925	10	4	16			M	USA	CA	LONG BEACH, CA	33.75	-118.22	88							.34		2	63											 
7922	1558	1925	10	4	16			M	USA	HI	HONOLULU, OAHU, HI	21.3067	-157.867	80							.1		2	20											 
16361	1559	1925	11	13	12	14	45		PHILIPPINES		BATAG ISLAND	12.667	124.367	83	78								1				2				2		3		3 
30272	1559	1925	11	13	12	14	45		PHILIPPINES		MANILA	14.604	120.982	84	469								1												 
2056	1560	1925	11	16	11	54	54		MEXICO	GUERRERO	ZIHUATANEJO	17.667	-101.642	88	574						10		1												 
2057	1562	1925	12	22				M	MICRONESIA, FED. STATES OF		YAP ISLAND, CAROLINE ISLANDS	9.517	138.133	81	56								1				3				3				3 
8297	2464	1926	1	9					USA	ME	VINALHAVEN ISLAND, ME	44.083	-68.867	75	45								1												 
7060	2464	1926	1	9					USA	ME	COREA, ME	44.401	-67.976	75	35								1												 
7059	2464	1926	1	9					USA	ME	BERNARD, ME	44.233	-68.35	75	0						3		1		F										 
2058	1563	1926	1	25	0	36		?	USA	HI	HAWAII ISLAND, HI			80									1												 
2059	1564	1926	3	16				M	COOK ISLANDS		PALMERSTON ISLAND	-18.067	-163.167	81									1			1	1				2				2 
2060	1565	1926	3	20	9	3		?	USA	HI	WAILUPE, OAHU, HI	21.28	-157.76	80	250						1.5		1												 
17527	1567	1926	6	28	3	23	25		INDONESIA	WEST SUMATRA	SUDJUNDJUNG	-.7	100.6	60	0								7						3		2				 
2061	1570	1926	8	22					AZORES (PORTUGAL)		ILHA DE FAYAL, AZORES	38.57	-28.7	73	40						.3		1												 
2063	1572	1926	9	16	17	59	15		SOLOMON ISLANDS		CAPE ESPERENSE, GUADALCANAL	-9.25	159.7	82	51								1												 
2067	1573	1926	12	9					CHILE	CHANARAL	CHANARAL	-26.38	-70.67	89	183								1												 
2068	1573	1926	12	9					CHILE	HUASCO	HUASCO	-28.467	-71.22	89	56								1												 
2066	1573	1926	12	9					CHILE	COPIAPO	CALDERA	-27.067	-70.833	89	105								1												 
28725	5531	1926							NEW ZEALAND	GISBORNE	TOLAGA BAY	-38.37	178.31	81	0						6.35		1								1				 
2069	1575	1927	1	1	8	17		M	USA	CA	SAN PEDRO, CA	33.707	-118.273	88	291								1			1	1			3	2				 
2090	1576	1927	3	7	9	27			JAPAN		TAKUHI			85							.75		1												 
11738	1576	1927	3	7	9	27			JAPAN	HYOGO	TSUIYAMA	35.65	134.833	85	25				0	10	.15		2	12											 
2082	1576	1927	3	7	9	27			JAPAN		MIZU			85					3	30	.6		1												 
28470	1576	1927	3	7	9	27			JAPAN	KYOTO	SHIOFUKI	35.67	134.97	85	14								1												 
27810	1576	1927	3	7	9	27			JAPAN	HYOGO	TSUIYAMA	35.65	134.833	85	25						.3		1												 
2072	1576	1927	3	7	9	27			JAPAN	KYOTO	HAMAZUME			85							.6		1												 
2075	1576	1927	3	7	9	27			JAPAN	SHIMANE	ISO			85							.75		1												 
2076	1576	1927	3	7	9	27			JAPAN		KAKEZU			85							.75		1												 
2077	1576	1927	3	7	9	27			JAPAN		KAZURANO			85							.75		1												 
2079	1576	1927	3	7	9	27			JAPAN		KYUSO			85							.75		1												 
2081	1576	1927	3	7	9	27			JAPAN	IWATE	MINATO	34.63	138.91	85	363						.6		1												 
2083	1576	1927	3	7	9	27			JAPAN	IWATE	NAKANO	36.18	133.2	85	183						.6		1												 
2086	1576	1927	3	7	9	27			JAPAN	IZU-OSHIMA, TOKYO	OSHIMA	34.7	139.4	85	404						.15		1												 
2087	1576	1927	3	7	9	27			JAPAN		TAIZA (TANGO)			85							11.3		1												 
2089	1576	1927	3	7	9	27			JAPAN	KYOTO	TAKENO	35.75	135.1	85	17						.45		1												 
2092	1576	1927	3	7	9	27			JAPAN	HOKKAIDO	TOMARI	41.08	141.42	85	821						.6		1												 
2071	1576	1927	3	7	9	27			JAPAN	KYOTO	AMINO	35.68	135.03	85	11						.5		1												 
11739	1578	1927	8	5	21	13	1.1		JAPAN	MIYAGI	HANABUCHI	38.267	141.033	85	94						.08		2	25	F										 
2096	1578	1927	8	5	21	13	1.1		JAPAN	IWATE	MIYAKO	39.65	141.983	85	195	6	21	52	0	40			2												 
11741	1578	1927	8	5	21	13	1.1		JAPAN	MIYAGI	TSUKIHAMA	38.567	141.45	85	88	5	21	46	0	34	.03		2	20	F										 
11740	1578	1927	8	5	21	13	1.1		JAPAN	MIYAGI	ISHINOMAKI	38.417	141.267	85	86	5	21	54	0	42	.03		2	18	F										 
27750	1578	1927	8	5	21	13	1.1		JAPAN	MIYAGI	AYUKAWA	38.3	141.5	85	62				0	30			2												 
11742	1579	1927	8	18	19	28			JAPAN	CHIBA	CHOSHI	35.75	140.867	85	201	18	1	2	0	34	.18		2	5											 
11743	1579	1927	8	18	19	28			JAPAN	CHIBA	MERA	34.9189	139.825	85	215						.15		2	5											 
28193	5498	1927	9	6				M	MEXICO		TEHUANTEPEC	16.1	-95	88	965								1												 
28192	5498	1927	9	6				M	MEXICO		GUAYMAS	27.918	-110.9	88	1405								1												 
28194	5498	1927	9	6				M	MEXICO	OAXACA	SALINA CRUZ	16.175	-95.2	88	942								1												 
2100	2299	1927	9	11	22	15	48		UKRAINE		BALAKLAVA, CRIMEA	44.5	33.6	40	72						1		1								1			2	1 
7659	1583	1927	10	12	8	31	0		USA	AK	KETCHIKAN, AK	55.333	-131.633	87		12	8	31			.03		1	11											 
2101	1584	1927	10	24	15	59	44.8		USA	AK	JUNEAU, AK	58.3	-134.42	87	119								1												 
2102	1584	1927	10	24	15	59	44.8		USA	AK	KETCHIKAN, AK	55.333	-131.633	87	378								1												 
2103	1584	1927	10	24	15	59	44.8		USA	AK	PETERSBURG, AK	56.8	-132.97	87	211								1												 
7662	1584	1927	10	24	15	59	44.8		USA	AK	CAPE ST ELIAS, AK	59.8	-144.6	87	545								1												 
7661	1584	1927	10	24	15	59	44.8		USA	AK	ICY STRAITS, AK	58.2	-135.5	87	66								1												 
7926	1584	1927	10	24	15	59	44.8	?	USA	HI	HONOLULU, OAHU, HI	21.3	-157.867	80	4416								1												 
28052	1584	1927	10	24	15	59	44.8		USA	WA	SEATTLE, WA	47.6	-122.33	88	1450								7												 
2104	1584	1927	10	24	15	59	44.8		USA	AK	WRANGELL, AK	56.47	-132.38	87	261								1												 
7660	1584	1927	10	24	15	59	44.8		USA	AK	SKAGWAY, AK	59.44	-135.33	87	199								1												 
